active,propertyId,propertyName,propertyURI,fhsId,propertyRating,ratingObject,propertyHeadline,media,city,stateProvinceName,stateAbbreviation,country,destinationId,destinationName,destinationURI,accolade,accoladeUri,accoladeIconUri,location,propertyType,regionId,secondaryRegion,newlyRated,sortName,lat,ratingDisplay,propertyFriendlyName,locationDisplay,long
True,las-vegas-nevada/crockfords-at-resorts-world-las-vegas-lxr-hotels-resorts,"Crockfords Las Vegas, LXR Hotels & Resorts",/hotels/las-vegas-nevada/crockfords-las-vegas-lxr-hotels-resorts,6965,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A new ultra-luxurious respite,,Las Vegas,Nevada,NV,United States (NV),las-vegas-nevada,Las Vegas,/destinations/las-vegas-nevada,,,,"[None, None]",HOTEL,united-states,Nevada,False,crockfords las vegas lxr hotels  resorts,,4-Star Rated,"Crockfords Las Vegas, LXR Hotels & Resorts","Las Vegas, United States (NV)",
True,new-york-city-new-york/crosby-street-hotel,Crosby Street Hotel,/hotels/new-york-city-new-york/crosby-street-hotel,972,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",British elegance in Soho,,New York,New York,NY,United States (NY),new-york-city-new-york,New York City,/destinations/new-york-city-new-york,,,,"[None, None]",HOTEL,united-states,New York,False,crosby street hotel,,4-Star Rated,Crosby Street Hotel,"New York, United States (NY)",
True,melbourne-australia/crown-towers-melbourne,Crown Towers Melbourne,/hotels/melbourne-australia/crown-towers-melbourne,2555,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Melbourne's lavish art deco getaway,,Melbourne,,,Australia,melbourne-australia,Melbourne,/destinations/melbourne-australia,,,,"[None, None]",HOTEL,asia-pacific,Australia,False,crown towers melbourne,,5-Star Rated,Crown Towers Melbourne,"Melbourne, Australia",
True,perth-australia/crown-towers-perth,Crown Towers Perth,/hotels/perth-australia/crown-towers-perth,5079,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",The pinnacle of Perth luxury,,Perth,,,Australia,perth-australia,Perth,/destinations/perth-australia,,,,"[None, None]",HOTEL,asia-pacific,Australia,False,crown towers perth,,5-Star Rated,Crown Towers Perth,"Perth, Australia",
True,istanbul-turkey/cragan-palace-kempinski-istanbul,Çırağan Palace Kempinski Istanbul,/hotels/istanbul-turkey/cragan-palace-kempinski-istanbul,5205,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Istanbul's imperial waterfront hotel ,,Istanbul,,,Turkey,istanbul-turkey,Istanbul,/destinations/istanbul-turkey,,,,"[None, None]",HOTEL,europe,Turkey,False,cıragan palace kempinski istanbul,,5-Star Rated,Cıragan Palace Kempinski Istanbul,"Istanbul, Turkey",
True,sydney-australia/the-darling,The Darling,/hotels/sydney-australia/the-darling,2551,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Sparkling harbor views in Sydney,,Pyrmont,,,Australia,sydney-australia,Sydney,/destinations/sydney-australia,,,,"[None, None]",HOTEL,asia-pacific,Australia,False,darling,,4-Star Rated,The Darling,"Pyrmont, Australia",
True,detroit-michigan/daxton-hotel,Daxton Hotel,/hotels/detroit-michigan/daxton-hotel,7643,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Metro Detroit’s artful experience,,Birmingham,Michigan,MI,United States (MI),detroit-michigan,Detroit,/destinations/detroit-michigan,,,,"[None, None]",HOTEL,united-states,Michigan,False,daxton hotel,,Recommended,Daxton Hotel,"Birmingham, United States (MI)",
True,amsterdam-netherlands/de-leurope-amsterdam,De L’Europe Amsterdam,/hotels/amsterdam-netherlands/de-leurope-amsterdam,4404,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",An Amsterdam landmark with rich history,,Amsterdam,,,Netherlands,amsterdam-netherlands,Amsterdam,/destinations/amsterdam-netherlands,,,,"[None, None]",HOTEL,europe,Netherlands,False,de leurope amsterdam,,4-Star Rated,De L'Europe Amsterdam,"Amsterdam, Netherlands",
True,cape-town-south-africa/delaire-graff-lodge,Delaire Graff Lodge,/hotels/cape-town-south-africa/delaire-graff-lodge,5887,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Luxury in South Africa’s wine country ,,Stellenbosch,,,South Africa,cape-town-south-africa,Cape Town,/destinations/cape-town-south-africa,,,,"[None, None]",HOTEL,south-africa,South Africa,False,delaire graff lodge,,5-Star Rated,Delaire Graff Lodge,"Stellenbosch, South Africa",
True,auckland-new-zealand/delamore-lodge,Delamore Lodge,/hotels/auckland-new-zealand/delamore-lodge,6145,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Seclusion in Waiheke Island,,Waiheke Island,,,New Zealand,auckland-new-zealand,Auckland,/destinations/auckland-new-zealand,,,,"[None, None]",HOTEL,asia-pacific,New Zealand,False,delamore lodge,,Recommended,Delamore Lodge,"Waiheke Island, New Zealand",
True,orange-county-california/disneys-grand-californian-hotel-spa,Disney's Grand Californian Hotel & Spa,/hotels/orange-county-california/disneys-grand-californian-hotel-spa,4524,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A Craftsman-style retreat in Disney,,Anaheim,California,CA,United States (CA),orange-county-california,Orange County,/destinations/orange-county-california,,,,"[None, None]",HOTEL,united-states,California,False,disneys grand californian hotel  spa,,Recommended,Disney's Grand Californian Hotel & Spa,"Anaheim, United States (CA)",
True,zurich-switzerland/the-dolder-grand,The Dolder Grand,/hotels/zurich-switzerland/the-dolder-grand,3391,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A historic hillside retreat in Zurich,,Zurich,,,Switzerland,zurich-switzerland,Zurich,/destinations/zurich-switzerland,,,,"[None, None]",HOTEL,europe,Switzerland,False,dolder grand,,5-Star Rated,The Dolder Grand,"Zurich, Switzerland",
True,fiji-fiji/dolphin-island,Dolphin Island,/hotels/fiji-fiji/dolphin-island,6625,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Fiji’s private island hideaway ,,Rakiraki,,,Fiji,fiji-fiji,Fiji,/destinations/fiji-fiji,,,,"[None, None]",HOTEL,asia-pacific,Fiji,False,dolphin island,,5-Star Rated,Dolphin Island,"Rakiraki, Fiji",
True,bahrain/the-domain-hotel-and-spa,The Domain Hotel and Spa,/hotels/bahrain-bahrain/the-domain-hotel-and-spa,4931,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Bahrain's sleek urban retreat,,Manama,,,Bahrain,bahrain,Bahrain,/destinations/bahrain-bahrain,,,,"[None, None]",HOTEL,middle-east-amp-north-africa,Bahrain,False,domain hotel and spa,,Recommended,The Domain Hotel and Spa,"Manama, Bahrain",
True,new-york-city-new-york/the-dominick,The Dominick,/hotels/new-york-city-new-york/the-dominick,5121,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A glam Soho hot spot,,New York,New York,NY,United States (NY),new-york-city-new-york,New York City,/destinations/new-york-city-new-york,,,,"[None, None]",HOTEL,united-states,New York,False,dominick,,4-Star Rated,The Dominick,"New York, United States (NY)",
True,puerto-rico-puerto-rico/dorado-beach-a-ritz-carlton-reserve,"Dorado Beach, a Ritz-Carlton Reserve",/hotels/puerto-rico-puerto-rico/dorado-beach-a-ritz-carlton-reserve,2013,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Secluded oceanfront luxury in Puerto Rico,,Dorado,,,Puerto Rico,puerto-rico-puerto-rico,Puerto Rico,/destinations/puerto-rico-puerto-rico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Caribbean,False,dorado beach ritzcarlton reserve,,5-Star Rated,"Dorado Beach, a Ritz-Carlton Reserve","Dorado, Puerto Rico",
True,london-united-kingdom/the-dorchester,The Dorchester,/hotels/london-united-kingdom/the-dorchester,520,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",London's grand luxury hotel,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,dorchester,,5-Star Rated,The Dorchester,"London, United Kingdom",
True,london-united-kingdom/dorset-square-hotel,Dorset Square Hotel,/hotels/london-united-kingdom/dorset-square-hotel,1382,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",London's eclectic boutique residence,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,dorset square hotel,,4-Star Rated,Dorset Square Hotel,"London, United Kingdom",
True,vancouver-canada/the-douglas-autograph-collection,"The Douglas, Autograph Collection",/hotels/vancouver-canada/the-douglas-autograph-collection,4873,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A Vancouver boutique hotel within a casino resort ,,Vancouver,British Columbia,BC,Canada (BC),vancouver-canada,Vancouver ,/destinations/vancouver-canada,,,,"[None, None]",HOTEL,canada,British Columbia,False,douglas autograph collection,,Recommended,"The Douglas, Autograph Collection","Vancouver, Canada (BC)",
True,costa-rica-costa-rica/drake-bay-getaway-resort,Drake Bay Getaway Resort,/hotels/costa-rica-costa-rica/drake-bay-getaway-resort,4606,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Costa Rica's eco-luxe paradise,,Puntarenas,,,Costa Rica,costa-rica-costa-rica,Costa Rica,/destinations/costa-rica-costa-rica,,,,"[None, None]",HOTEL,central-amp-south-america,Costa Rica,False,drake bay getaway resort,,4-Star Rated,Drake Bay Getaway Resort,"Puntarenas, Costa Rica",
True,london-united-kingdom/dukes,DUKES LONDON,/hotels/london-united-kingdom/dukes-london,1414,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Classic boutique service and style ,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,dukes london,,Recommended,DUKES LONDON,"London, United Kingdom",
True,amsterdam-netherlands/the-dylan-amsterdam,The Dylan Amsterdam,/hotels/amsterdam-netherlands/the-dylan-amsterdam,4560,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Cozy Dutch luxury,,Amsterdam,,,Netherlands,amsterdam-netherlands,Amsterdam,/destinations/amsterdam-netherlands,,,,"[None, None]",HOTEL,europe,Netherlands,False,dylan amsterdam,,Recommended,The Dylan Amsterdam,"Amsterdam, Netherlands",
True,palm-beach-florida/eau-palm-beach-resort-spa,Eau Palm Beach Resort & Spa,/hotels/palm-beach-florida/eau-palm-beach-resort-spa,1537,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Mediterranean glamour in Palm Beach,,Manalapan,Florida,FL,United States (FL),palm-beach-florida,Palm Beach,/destinations/palm-beach-florida,,,,"[None, None]",HOTEL,united-states,Florida,False,eau palm beach resort  spa,,5-Star Rated,Eau Palm Beach Resort & Spa,"Manalapan, United States (FL)",
True,jamaica-jamaica/eclipse-at-half-moon,Eclipse at Half Moon,/hotels/jamaica-jamaica/eclipse-at-half-moon,6931,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A modern Jamaican hideaway,,Montego Bay,,,Jamaica,jamaica-jamaica,Jamaica,/destinations/jamaica-jamaica,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Caribbean,False,eclipse at half moon,,4-Star Rated,Eclipse at Half Moon,"Montego Bay, Jamaica",
True,dominican-republic-dominican-republic/eden-roc-at-cap-cana,Eden Roc Cap Cana,/hotels/dominican-republic-caribbean/eden-roc-cap-cana,3331,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",The Dominican Republic's posh enclave,,Punta Cana,,,Dominican Republic,dominican-republic-dominican-republic,Dominican Republic,/destinations/dominican-republic-caribbean,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Caribbean,False,eden roc cap cana,,4-Star Rated,Eden Roc Cap Cana,"Punta Cana, Dominican Republic",
True,st-barts-st-barts/eden-rock-st-barths,Eden Rock - St Barths,/hotels/st-barts-st-barts/eden-rock-st-barths,2027,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}","A storied, ultra-luxe resort in St Barths",,St. Barts,,,St Barts,st-barts-st-barts,St. Barts,/destinations/st-barts-st-barts,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Caribbean,False,eden rock  st barths,,5-Star Rated,Eden Rock - St Barths,"St. Barts, St Barts",
True,tahoe-yosemite-california/the-lodge-at-edgewood-tahoe,Edgewood Tahoe,/hotels/tahoe-yosemite-california/edgewood-tahoe,5075,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Lakefront charm with a splash of luxury,,Stateline,Nevada,NV,United States (NV),tahoe-yosemite-california,Tahoe and Yosemite,/destinations/tahoe-yosemite-california,,,,"[None, None]",HOTEL,united-states,California,False,edgewood tahoe,,4-Star Rated,Edgewood Tahoe,"Stateline, United States (NV)",
True,london-united-kingdom/the-egerton-house-hotel,The Egerton House Hotel,/hotels/london-united-kingdom/the-egerton-house-hotel,1070,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A hidden gem in the heart of Knightsbridge,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,egerton house hotel,,5-Star Rated,The Egerton House Hotel,"London, United Kingdom",
True,tucson-arizona/hilton-tucson-el-conquistador-golf-tennis-resort,"El Conquistador Tucson, A Hilton Resort",/hotels/tucson-arizona/el-conquistador-tucson-a-hilton-resort,4700,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",An outdoor enthusiast’s Southwestern oasis,,Tucson,Arizona,AZ,United States (AZ),tucson-arizona,Tucson,/destinations/tucson-arizona,,,,"[None, None]",HOTEL,united-states,Arizona,False,el conquistador tucson hilton resort,,Recommended,"El Conquistador Tucson, A Hilton Resort","Tucson, United States (AZ)",
True,santa-barbara-california/belmond-el-encanto,"El Encanto, A Belmond Hotel, Santa Barbara",/hotels/santa-barbara-california/el-encanto-a-belmond-hotel-santa-barbara,2389,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",An elegant Santa Barbara hideaway,,Santa Barbara,California,CA,United States (CA),santa-barbara-california,Santa Barbara,/destinations/santa-barbara-california,,,,"[None, None]",HOTEL,united-states,California,False,el encanto belmond hotel santa barbara,,4-Star Rated,"El Encanto, A Belmond Hotel, Santa Barbara","Santa Barbara, United States (CA)",
True,costa-rica-costa-rica/el-mangroove-autograph-collection,"El Mangroove, Autograph Collection",/hotels/costa-rica-costa-rica/el-mangroove-autograph-collection,2313,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}","A hip, hot boutique hotel in Costa Rica",,Guanacaste,,,Costa Rica,costa-rica-costa-rica,Costa Rica,/destinations/costa-rica-costa-rica,,,,"[None, None]",HOTEL,central-amp-south-america,Costa Rica,False,el mangroove autograph collection,,4-Star Rated,"El Mangroove, Autograph Collection","Guanacaste, Costa Rica",
True,barcelona-spain/el-palace-barcelona,El Palace Barcelona,/hotels/barcelona-spain/el-palace-barcelona,3715,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Barcelona's opulent grande dame,,Barcelona,,,Spain,barcelona-spain,Barcelona,/destinations/barcelona-spain,,,,"[None, None]",HOTEL,europe,Spain,False,el palace barcelona,,4-Star Rated,El Palace Barcelona,"Barcelona, Spain",
True,barcelona-spain/el-palauet-living-barcelona,El Palauet Living Barcelona,/hotels/barcelona-spain/el-palauet-living-barcelona,3839,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A dreamy all-suites boutique in Barcelona,,Barcelona,,,Spain,barcelona-spain,Barcelona,/destinations/barcelona-spain,,,,"[None, None]",HOTEL,europe,Spain,False,el palauet living barcelona,,Recommended,El Palauet Living Barcelona,"Barcelona, Spain",
True,costa-rica-costa-rica/el-silencio-lodge-spa,El Silencio Lodge & Spa,/hotels/costa-rica-costa-rica/el-silencio-lodge-spa,3345,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Costa Rica’s enchanting ecological escape,,Alajuela,,,Costa Rica,costa-rica-costa-rica,Costa Rica,/destinations/costa-rica-costa-rica,,,,"[None, None]",HOTEL,central-amp-south-america,Costa Rica,False,el silencio lodge  spa,,Recommended,El Silencio Lodge & Spa,"Alajuela, Costa Rica",
True,cape-town-south-africa/ellerman-house,Ellerman House,/hotels/cape-town-south-africa/ellerman-house,5903,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",An Edwardian mansion in Cape Town ,,Cape Town,,,South Africa,cape-town-south-africa,Cape Town,/destinations/cape-town-south-africa,,,,"[None, None]",HOTEL,south-africa,South Africa,False,ellerman house,,4-Star Rated,Ellerman House,"Cape Town, South Africa",
True,macau-china/emerald-tower-at-mgm-cotai,Emerald Tower at MGM COTAI,/hotels/macau-china/emerald-tower-at-mgm-cotai,6945,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",An ultra-luxurious retreat for Macau’s highest rollers,,Macau,,,China,macau-china,Macau,/destinations/macau-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,emerald tower at mgm cotai,,5-Star Rated,Emerald Tower at MGM COTAI,"Macau, China",
True,sao-paulo-brazil/emiliano,Emiliano São Paulo,/hotels/sao-paulo-brazil/emiliano-sao-paulo,2323,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}","A hip, buzzy boutique hotel in São Paulo ",,S&atilde;o Paulo,,,Brazil,sao-paulo-brazil,Sao Paulo,/destinations/sao-paulo-brazil,,,,"[None, None]",HOTEL,central-amp-south-america,Brazil,False,emiliano sao paulo,,4-Star Rated,Emiliano Sao Paulo,"S&atilde;o Paulo, Brazil",
True,sedona-arizona/enchantment-resort,Enchantment Resort,/hotels/sedona-arizona/enchantment-resort,6893,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Where Mother Nature is saluted in style,,Sedona,Arizona,AZ,United States (AZ),sedona-arizona,Sedona,/destinations/sedona-arizona,,,,"[None, None]",HOTEL,united-states,Arizona,False,enchantment resort,,4-Star Rated,Enchantment Resort,"Sedona, United States (AZ)",
True,las-vegas-nevada/encore-at-wynn-las-vegas,Encore at Wynn Las Vegas,/hotels/las-vegas-nevada/encore-at-wynn-las-vegas,530,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A sophisticated and chic Las Vegas boutique hotel,,Las Vegas,Nevada,NV,United States (NV),las-vegas-nevada,Las Vegas,/destinations/las-vegas-nevada,,,,"[None, None]",HOTEL,united-states,Nevada,False,encore at wynn las vegas,,4-Star Rated,Encore at Wynn Las Vegas,"Las Vegas, United States (NV)",
True,boston-massachusetts/encore-boston-harbor,Encore Boston Harbor,/hotels/boston-massachusetts/encore-boston-harbor,6075,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A dose of Vegas glitz in Boston,,Everett,Massachusetts,MA,United States (MA),boston-massachusetts,Boston,/destinations/boston-massachusetts,,,,"[None, None]",HOTEL,united-states,Massachusetts,False,encore boston harbor,,5-Star Rated,Encore Boston Harbor,"Everett, United States (MA)",
True,macau-china/encore-macau,Encore Macau,/hotels/macau-china/encore-macau,736,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A sophisticated all-suite Macau resort ,,Macau,,,China,macau-china,Macau,/destinations/macau-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,encore macau,,5-Star Rated,Encore Macau,"Macau, China",
True,las-vegas-nevada/encore-tower-suites,Encore Tower Suites,/hotels/las-vegas-nevada/encore-tower-suites,576,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A grand Las Vegas gem,,Las Vegas,Nevada,NV,United States (NV),las-vegas-nevada,Las Vegas,/destinations/las-vegas-nevada,,,,"[None, None]",HOTEL,united-states,Nevada,False,encore tower suites,,5-Star Rated,Encore Tower Suites,"Las Vegas, United States (NV)",
True,new-york-city-new-york/equinox-hotel-hudson-yards,Equinox Hotel Hudson Yards,/hotels/new-york-city-new-york/equinox-hotel-hudson-yards,5721,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Hudson Yards’ wellness hub ,,New York,New York,NY,United States (NY),new-york-city-new-york,New York City,/destinations/new-york-city-new-york,,,,"[None, None]",HOTEL,united-states,New York,False,equinox hotel hudson yards,,4-Star Rated,Equinox Hotel Hudson Yards,"New York, United States (NY)",
True,taipei-taiwan/eslite-hotel,Eslite Hotel,/hotels/taipei-taiwan/eslite-hotel,4440,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A book lover’s retreat in Taipei,,Taipei,,,China,taipei-taiwan,Taipei,/destinations/taipei-taiwan,,,,"[None, None]",HOTEL,asia-pacific,Taiwan,False,eslite hotel,,Recommended,Eslite Hotel,"Taipei, China",
True,oahu-hawaii/espacio-the-jewel-of-waikiki,ESPACIO The Jewel of Waikiki,/hotels/oahu-hawaii/espacio-the-jewel-of-waikiki,7209,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",An ultra-exclusive Waikiki gem,,Honolulu,Hawaii,HI,United States (HI),oahu-hawaii,Oahu,/destinations/oahu-hawaii,,,,"[None, None]",HOTEL,united-states,Hawaii,False,espacio the jewel of waikiki,,5-Star Rated,ESPACIO The Jewel of Waikiki,"Honolulu, United States (HI)",
True,los-cabos-mexico/esperanza-an-auberge-resort,"Esperanza, Auberge Resorts Collection",/hotels/los-cabos-mexico/esperanza-auberge-resorts-collection,2117,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Cliffside luxury in Cabo San Lucas,,Cabo San Lucas,,,Mexico,los-cabos-mexico,Los Cabos,/destinations/los-cabos-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,False,esperanza auberge resorts collection,,5-Star Rated,"Esperanza, Auberge Resorts Collection","Cabo San Lucas, Mexico",
True,san-diego-california/estancia-la-jolla-hotel-spa,Estancia La Jolla Hotel & Spa,/hotels/san-diego-california/estancia-la-jolla-hotel-spa,1671,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Ranch-inspired charm in Southern California,,La Jolla,California,CA,United States (CA),san-diego-california,San Diego,/destinations/san-diego-california,,,,"[None, None]",HOTEL,united-states,California,False,estancila jolla hotel  spa,,Recommended,Estancia La Jolla Hotel & Spa,"La Jolla, United States (CA)",
